@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute inputs-101 numeric
@attribute inputs-102 numeric
@attribute inputs-103 numeric
@attribute inputs-104 numeric
@attribute inputs-105 numeric
@attribute update-1 numeric

@data
314,'2019/02/12 17:09:31:470',3,0.91078,0.91078,0.91078,0.91078,0.91078,0.91078,0.91078,0.91078,1.384229,1.384229,1.384229,1.384229,1.384229,1.384229,1.384229,1.368441,1.368441,1.368441,1.368441,1.368441,1.641104,1.641104,1.641104,1.641104,1.478297,1.478297,1.478297,0.599335,0.599335,0.599335,0.153341,0.153341,0.805615,0.805615,3.376819,3.376819,6.059499,6.059499,7.622602,7.600949,7.600949,5.958969,3.144658,0.575164,0.530932,0.197242,0.15465,0.241257,0.738403,1.900527,2.948393,3.019355,1.628767,0.558977,0.561728,1.323758,7.629005,17.373455,16.880383,6.688288,1.217049,5.319293,19.633337,19.54406,5.221164,2.19399,8.247609,5.222328,1.633449,4.852351,6.837269,0.619485,2.936724,1.254886,2.19399,1.912985,1.763134,1.987077,1.573887,0.915186,2.451031,0.137426,0.253589,0.756936,0.322086,0.40874,0.232707,0.200012,0.287643,0.522337,0.213142,0.182613,0.270132,0.157202,0.212522,0.218209,0.209056,0.141615,0.11568,0.227098,0.181599,0.168079,0.140902,0.185407,1981.054688,?
315,'2019/02/12 17:09:31:488',3,3.697065,3.697065,3.697065,3.697065,3.697065,3.697065,3.697065,3.697065,1.357947,1.357947,1.357947,1.357947,1.357947,1.357947,1.357947,0.932462,0.932462,0.932462,0.932462,0.932462,2.092264,2.092264,2.092264,2.092264,2.417396,2.417396,2.417396,1.96412,1.96412,1.96412,0.996623,0.996623,0.540473,0.540473,3.199173,3.199173,5.970777,5.970777,7.547861,7.483716,7.483716,5.832804,3.131546,0.66406,0.300332,0.309345,0.364173,0.30093,0.892287,2.062562,3.039759,3.092956,2.130679,0.770873,0.277115,1.307403,7.681146,17.342604,16.920242,6.887793,1.243474,5.232662,19.654444,20.03581,4.170118,1.87192,8.089693,6.083041,0.677868,5.913746,6.989967,0.44233,1.530795,2.034977,2.261992,2.193793,1.653511,2.120632,1.557632,0.78743,2.39046,0.183916,0.348768,0.783587,0.313,0.321652,0.15486,0.232558,0.279791,0.508635,0.261571,0.200472,0.237822,0.208923,0.204119,0.139236,0.160112,0.216101,0.256354,0.178987,0.153651,0.253837,0.179135,0.185864,1981.054688,?
316,'2019/02/12 17:09:31:505',3,5.26136,5.26136,5.26136,5.26136,5.26136,5.26136,5.26136,5.26136,1.904443,1.904443,1.904443,1.904443,1.904443,1.904443,1.904443,3.306129,3.306129,3.306129,3.306129,3.306129,4.02543,4.02543,4.02543,4.02543,2.997161,2.997161,2.997161,1.449077,1.449077,1.449077,0.854248,0.854248,0.661637,0.661637,3.506464,3.506464,6.280508,6.280508,7.821217,7.72304,7.72304,6.004498,3.155443,0.518711,0.493898,0.167918,0.219341,0.256826,1.221578,2.46397,3.419907,3.430065,2.00699,0.615881,0.498991,1.097625,7.925208,17.408422,16.88064,6.314127,2.685802,6.132574,19.122299,19.471748,4.50447,2.224261,7.78694,5.507812,1.159715,4.561215,6.109303,0.48035,2.778401,1.179413,1.76286,1.775795,1.534318,2.133343,1.680695,1.029901,2.490912,0.315729,0.356653,0.655736,0.29091,0.384993,0.203857,0.2297,0.373691,0.467505,0.197237,0.168699,0.161922,0.267498,0.13814,0.170489,0.140657,0.172238,0.189815,0.175298,0.182589,0.201022,0.204707,0.23607,1981.054688,?
317,'2019/02/12 17:09:31:520',3,1.094367,1.094367,1.094367,1.094367,1.094367,1.094367,1.094367,1.094367,3.22453,3.22453,3.22453,3.22453,3.22453,3.22453,3.22453,4.066705,4.066705,4.066705,4.066705,4.066705,4.130199,4.130199,4.130199,4.130199,3.276791,3.276791,3.276791,1.668874,1.668874,1.668874,0.719359,0.719359,0.90926,0.90926,3.136478,3.136478,5.958397,5.958397,7.62857,7.682457,7.682457,6.135036,3.437464,0.832189,0.403963,0.364596,0.366549,0.559415,1.194262,2.280602,3.174676,3.100788,1.840087,0.488251,0.282527,1.221272,7.797731,17.349432,16.76759,6.163994,1.562449,5.384394,19.866898,19.823929,4.593894,2.136945,8.748908,6.429209,1.887264,7.126317,7.156672,0.74426,2.014713,1.377878,2.363676,1.908186,1.369563,2.148585,1.54013,0.809692,2.297588,0.292232,0.342776,0.680467,0.38511,0.381435,0.168924,0.203667,0.334645,0.532685,0.230131,0.160333,0.177626,0.217223,0.222367,0.113069,0.133771,0.23655,0.109453,0.172689,0.116195,0.162072,0.183834,0.140094,1981.054688,?
318,'2019/02/12 17:09:31:537',3,5.476105,5.476105,5.476105,5.476105,5.476105,5.476105,5.476105,5.476105,2.083883,2.083883,2.083883,2.083883,2.083883,2.083883,2.083883,2.337353,2.337353,2.337353,2.337353,2.337353,3.754795,3.754795,3.754795,3.754795,3.525913,3.525913,3.525913,2.701168,2.701168,2.701168,2.376076,2.376076,1.865207,1.865207,3.144139,3.144139,5.902352,5.902352,7.537708,7.555742,7.555742,6.039181,3.534173,1.277834,0.606074,0.448286,0.325481,0.538006,1.21402,2.34679,3.295537,3.23702,1.886958,0.616797,0.843093,0.7465,7.912565,17.332615,16.891369,7.021763,1.677092,5.31912,19.75613,19.802031,3.845313,2.534897,7.718301,5.927369,0.656407,5.681173,6.76891,0.603095,2.777734,1.292809,2.213404,1.815755,1.553115,2.002368,1.600107,0.732029,2.362614,0.232239,0.179578,0.802759,0.403259,0.294659,0.310548,0.296583,0.348802,0.441953,0.090789,0.283547,0.239803,0.252966,0.188892,0.20175,0.200419,0.238879,0.208272,0.123658,0.14582,0.124935,0.167463,0.275014,1981.054688,?
319,'2019/02/12 17:09:31:554',3,5.899742,5.899742,5.899742,5.899742,5.899742,5.899742,5.899742,5.899742,5.344991,5.344991,5.344991,5.344991,5.344991,5.344991,5.344991,4.302196,4.302196,4.302196,4.302196,4.302196,2.854043,2.854043,2.854043,2.854043,1.342055,1.342055,1.342055,0.119514,0.119514,0.119514,0.650158,0.650158,1.59069,1.59069,3.846537,3.846537,6.261269,6.261269,7.729503,7.756025,7.756025,6.2955,3.77559,1.281933,0.040178,0.380779,0.535117,0.48755,0.590054,1.605194,2.629348,2.804359,1.370205,0.336932,0.206583,1.2642,7.917805,17.467186,16.973007,6.872116,0.52373,4.915508,19.649181,19.700727,3.931095,2.459303,8.79684,6.194115,1.786945,5.51405,7.281446,0.545896,2.577355,1.610922,2.164799,1.952194,1.335049,1.932933,1.39016,0.654284,2.557021,0.286995,0.240709,0.736723,0.418802,0.401809,0.267712,0.368757,0.369672,0.421915,0.208195,0.257347,0.272202,0.2048,0.239494,0.231218,0.275362,0.182222,0.117866,0.114804,0.235363,0.182755,0.264114,0.229356,1981.054688,?
320,'2019/02/12 17:09:31:570',3,7.77291,7.77291,7.77291,7.77291,7.77291,7.77291,7.77291,7.77291,4.972036,4.972036,4.972036,4.972036,4.972036,4.972036,4.972036,1.539988,1.539988,1.539988,1.539988,1.539988,1.992503,1.992503,1.992503,1.992503,2.568848,2.568848,2.568848,1.939377,1.939377,1.939377,1.125185,1.125185,1.334468,1.334468,3.640588,3.640588,6.148608,6.148608,7.617157,7.589145,7.589145,6.04224,3.394637,0.82092,0.379904,0.207923,0.101558,0.206441,0.907828,2.156127,3.178175,3.157097,1.86361,0.568992,0.607472,1.020923,7.662298,17.274235,16.817894,6.747778,1.093558,5.050276,19.355846,19.930054,3.830727,2.283379,9.46775,6.098203,1.666096,5.258253,7.104237,0.490081,2.554512,1.124917,1.815518,1.971009,1.584239,2.046926,1.443636,0.795344,2.384918,0.208684,0.170926,0.602934,0.353259,0.3999,0.185211,0.285536,0.321774,0.401072,0.320337,0.202149,0.197768,0.318278,0.206479,0.169166,0.251977,0.203564,0.192121,0.199552,0.138315,0.171241,0.216263,0.228114,1981.054688,?
321,'2019/02/12 17:09:31:587',3,3.035289,3.035289,3.035289,3.035289,3.035289,3.035289,3.035289,3.035289,3.050391,3.050391,3.050391,3.050391,3.050391,3.050391,3.050391,2.227395,2.227395,2.227395,2.227395,2.227395,1.115806,1.115806,1.115806,1.115806,0.425592,0.425592,0.425592,0.494705,0.494705,0.494705,0.61574,0.61574,1.329009,1.329009,3.702715,3.702715,6.212044,6.212044,7.651236,7.535512,7.535512,5.823014,2.948063,0.234628,0.697581,0.358927,0.352202,0.331143,0.480841,1.611936,2.820304,3.190596,1.62935,0.22582,0.106432,1.165405,8.069118,17.44536,16.884878,6.41806,0.953846,4.782633,19.346579,19.865669,4.146416,3.724613,9.581135,6.311393,1.620072,5.619305,6.624887,0.401646,2.605699,1.62432,2.259668,1.995754,1.580026,2.05359,1.641322,0.824903,2.660849,0.391711,0.248343,0.753323,0.50022,0.466629,0.353983,0.227719,0.243857,0.382285,0.246036,0.224303,0.309194,0.200113,0.11553,0.184499,0.192094,0.16184,0.186074,0.181858,0.156732,0.139587,0.207597,0.11866,1981.054688,?
322,'2019/02/12 17:09:31:603',3,4.526389,4.526389,4.526389,4.526389,4.526389,4.526389,4.526389,4.526389,3.090976,3.090976,3.090976,3.090976,3.090976,3.090976,3.090976,1.285338,1.285338,1.285338,1.285338,1.285338,0.516845,0.516845,0.516845,0.516845,1.442795,1.442795,1.442795,1.681712,1.681712,1.681712,1.389724,1.389724,0.795311,0.795311,3.3531,3.3531,6.183689,6.183689,7.850262,7.899182,7.899182,6.318749,3.55436,0.828503,0.409013,0.448436,0.379672,0.266427,0.764785,1.985886,3.084905,3.227548,1.69151,0.485406,0.490556,1.057535,7.701723,17.2516,16.819611,6.909935,1.058831,6.070892,19.934462,19.808352,4.55119,1.372046,8.863465,6.168293,0.868842,4.992733,6.569396,0.425347,2.6731,1.687075,2.142699,1.572109,1.583864,2.044677,1.51992,0.75152,2.369102,0.208677,0.311635,0.636216,0.434676,0.562966,0.301398,0.323802,0.385423,0.449735,0.225907,0.209885,0.199575,0.155212,0.252658,0.185023,0.166345,0.148831,0.195899,0.174271,0.165427,0.175178,0.288825,0.203527,1981.054688,?
323,'2019/02/12 17:09:31:620',3,7.640823,7.640823,7.640823,7.640823,7.640823,7.640823,7.640823,7.640823,4.677382,4.677382,4.677382,4.677382,4.677382,4.677382,4.677382,1.673372,1.673372,1.673372,1.673372,1.673372,2.194531,2.194531,2.194531,2.194531,2.17414,2.17414,2.17414,1.203669,1.203669,1.203669,0.462962,0.462962,1.579945,1.579945,3.871782,3.871782,6.288769,6.288769,7.671387,7.523098,7.523098,5.865226,3.265978,1.027251,0.266906,0.453732,0.677615,0.421696,0.565255,1.884321,2.862004,2.776647,1.616439,0.519109,0.600335,1.059549,7.578235,17.216228,16.747311,6.645948,0.918932,5.435108,19.862251,20.018877,4.288283,1.134264,8.611848,6.09156,0.839322,4.929556,6.619595,0.952581,2.763805,1.634559,1.94622,1.789132,1.454528,1.987541,1.533191,0.63664,2.63688,0.320021,0.292137,0.740009,0.413102,0.422741,0.257629,0.182769,0.249965,0.485813,0.223968,0.106537,0.183776,0.158552,0.220137,0.158609,0.155898,0.201128,0.189996,0.203505,0.231948,0.198443,0.20235,0.165346,1981.054688,?
324,'2019/02/12 17:09:31:637',3,3.101112,3.101112,3.101112,3.101112,3.101112,3.101112,3.101112,3.101112,2.40342,2.40342,2.40342,2.40342,2.40342,2.40342,2.40342,2.830857,2.830857,2.830857,2.830857,2.830857,3.773471,3.773471,3.773471,3.773471,3.812004,3.812004,3.812004,3.187174,3.187174,3.187174,2.434529,2.434529,0.981197,0.981197,2.478958,2.478958,5.693307,5.693307,7.531807,7.622397,7.622397,6.035979,3.296726,0.696952,0.320939,0.100335,0.352812,0.49087,0.921856,1.943279,3.044852,3.373121,1.898054,0.649928,0.378121,1.174768,7.786452,17.303078,16.749125,5.982555,0.675377,4.875497,19.652817,20.081045,4.535434,1.841182,8.513133,6.505524,1.32913,5.260341,6.754248,0.444167,2.617546,1.31995,2.799438,2.014005,1.693111,2.185809,1.392001,0.804634,2.388285,0.200788,0.180636,0.635275,0.518312,0.450259,0.24118,0.2724,0.354715,0.451103,0.21656,0.139757,0.273213,0.284455,0.189615,0.179314,0.150637,0.198575,0.159024,0.182998,0.236146,0.173138,0.188827,0.180932,1981.054688,?
325,'2019/02/12 17:09:31:653',3,2.958858,2.958858,2.958858,2.958858,2.958858,2.958858,2.958858,2.958858,4.042195,4.042195,4.042195,4.042195,4.042195,4.042195,4.042195,4.283855,4.283855,4.283855,4.283855,4.283855,3.818997,3.818997,3.818997,3.818997,2.770332,2.770332,2.770332,1.833722,1.833722,1.833722,1.590319,1.590319,1.306162,1.306162,3.241063,3.241063,6.105386,6.105386,7.79483,7.77879,7.77879,6.064779,3.140892,0.365466,0.671269,0.509517,0.263098,0.347137,1.020403,2.259644,3.385136,3.498707,2.00277,0.726643,0.675502,0.983328,7.75956,17.32025,16.882912,6.556761,1.165457,5.10224,19.51215,19.990995,4.156542,1.434069,8.962664,6.452065,1.170876,5.688547,6.893584,0.357533,2.248935,0.733908,2.406829,1.920965,1.923183,2.001198,1.456223,0.762138,2.238104,0.297332,0.272589,0.564564,0.49655,0.461522,0.2073,0.225848,0.227109,0.507554,0.241829,0.207649,0.273019,0.303149,0.226878,0.15356,0.16389,0.195576,0.190349,0.166272,0.227596,0.176393,0.199393,0.219076,1981.054688,?
326,'2019/02/12 17:09:31:670',3,10.167596,10.167596,10.167596,10.167596,10.167596,10.167596,10.167596,10.167596,6.651288,6.651288,6.651288,6.651288,6.651288,6.651288,6.651288,2.622519,2.622519,2.622519,2.622519,2.622519,1.794798,1.794798,1.794798,1.794798,1.52155,1.52155,1.52155,1.252593,1.252593,1.252593,1.549294,1.549294,1.935705,1.935705,3.89178,3.89178,6.441435,6.441435,8.029585,8.070889,8.070889,6.56015,3.927797,1.15289,0.751547,1.123364,0.81569,0.912905,1.149543,1.091351,1.833895,2.676502,2.093283,0.878565,0.725567,0.875341,7.790275,17.297567,16.901255,6.682553,1.353424,5.598699,19.806286,19.963364,4.319201,1.519363,8.617465,6.125327,1.045888,5.672223,6.675335,0.712629,2.212612,1.235518,1.682975,1.650844,1.973144,2.193781,1.317071,0.863824,2.479105,1.940363,0.973556,0.812307,0.987581,0.815216,0.732046,0.56083,1.280944,1.090237,0.785234,0.457119,0.667487,0.984836,0.600248,0.642119,1.08232,1.735066,0.75055,0.286444,0.241032,0.22608,0.206436,0.327922,1981.054688,?
327,'2019/02/12 17:09:31:688',3,8.62228,8.62228,8.62228,8.62228,8.62228,8.62228,8.62228,8.62228,7.204204,7.204204,7.204204,7.204204,7.204204,7.204204,7.204204,5.331044,5.331044,5.331044,5.331044,5.331044,3.254559,3.254559,3.254559,3.254559,1.686558,1.686558,1.686558,1.09206,1.09206,1.09206,1.122114,1.122114,1.344897,1.344897,3.513632,3.513632,6.302532,6.302532,8.002013,8.024677,8.024677,6.331382,3.392926,0.603522,0.367998,0.364126,0.877633,1.086171,1.209743,1.87847,2.862411,3.032656,1.338115,0.290947,0.396251,1.136746,7.647407,17.207706,16.773573,6.387784,1.664596,5.039231,19.537722,20.277311,4.794509,1.993502,8.580128,6.180666,1.539873,5.32806,6.973152,0.577536,2.089455,1.292065,1.92334,1.864161,1.72065,2.179183,1.612675,0.722832,2.628941,0.512114,0.490587,0.611281,0.379967,0.57008,0.487658,0.954013,0.923989,1.094793,0.486893,0.282162,0.629727,0.727242,0.557789,1.003309,0.759767,0.855941,0.399052,0.158722,0.19987,0.166448,0.175538,0.327666,1981.054688,?
328,'2019/02/12 17:09:31:703',3,8.289494,8.289494,8.289494,8.289494,8.289494,8.289494,8.289494,8.289494,5.447643,5.447643,5.447643,5.447643,5.447643,5.447643,5.447643,2.970388,2.970388,2.970388,2.970388,2.970388,2.665423,2.665423,2.665423,2.665423,2.364839,2.364839,2.364839,1.544129,1.544129,1.544129,1.028659,1.028659,2.25473,2.25473,4.704534,4.704534,6.973882,6.973882,8.169156,7.870595,7.870595,6.022818,3.078089,0.397179,0.467638,0.26797,0.730567,0.811633,0.434315,1.490715,2.713532,3.002296,1.902858,0.735977,1.122208,0.543664,7.711747,17.210278,16.705734,5.839969,2.448874,4.872778,19.721428,20.00865,4.956614,1.325361,8.100942,5.548355,2.330978,5.280018,7.079123,0.531697,2.427691,1.578725,2.527324,2.117477,1.425089,2.018614,1.643831,1.037898,2.254565,0.321112,0.363837,0.560136,0.549248,0.391702,0.194843,0.185617,0.24623,0.532808,0.268067,0.213463,0.314379,0.350965,0.235605,0.193707,0.257977,0.287925,0.125839,0.175444,0.142561,0.184915,0.20159,0.211019,1981.054688,?
329,'2019/02/12 17:09:31:720',3,10.841754,10.841754,10.841754,10.841754,10.841754,10.841754,10.841754,10.841754,8.520092,8.520092,8.520092,8.520092,8.520092,8.520092,8.520092,5.883681,5.883681,5.883681,5.883681,5.883681,3.756384,3.756384,3.756384,3.756384,2.799274,2.799274,2.799274,2.402838,2.402838,2.402838,1.81784,1.81784,0.089838,0.089838,3.322196,3.322196,6.227202,6.227202,7.787906,7.707225,7.707225,6.054521,3.314953,0.749843,0.484924,0.221504,0.184442,0.184209,0.78564,1.927638,2.987016,3.271111,2.013089,0.725619,0.715073,1.122028,7.558863,17.223228,16.848305,6.536057,1.084034,5.135396,19.715923,19.994383,4.043104,1.852159,7.309414,5.185996,2.008624,7.187067,6.983442,0.511797,1.449716,0.609837,2.607264,1.979834,1.672755,2.0488,1.529001,0.790956,2.570862,0.218709,0.282389,0.694136,0.395221,0.571027,0.244185,0.232974,0.332025,0.468463,0.237622,0.258005,0.22093,0.268101,0.298536,0.201062,0.208807,0.199206,0.148227,0.201535,0.173209,0.199447,0.178768,0.177139,1981.054688,?
330,'2019/02/12 17:09:31:736',3,9.242468,9.242468,9.242468,9.242468,9.242468,9.242468,9.242468,9.242468,8.146254,8.146254,8.146254,8.146254,8.146254,8.146254,8.146254,6.373528,6.373528,6.373528,6.373528,6.373528,4.047258,4.047258,4.047258,4.047258,2.191061,2.191061,2.191061,1.451807,1.451807,1.451807,1.297857,1.297857,0.41384,0.41384,2.720083,2.720083,5.832211,5.832211,7.571113,7.539823,7.539823,5.788726,2.790437,0.112093,1.050606,0.679915,0.195022,0.062195,0.690786,1.874093,2.902507,2.932728,1.625978,0.635594,0.591834,1.331973,7.450104,17.172358,16.737703,6.403741,1.500159,5.408278,20.007664,20.328186,4.349051,1.168896,7.815248,5.759977,1.034649,5.307767,7.157736,0.628083,1.855183,0.635427,1.597308,1.834631,1.311818,2.000021,1.278537,0.706869,2.397451,0.27561,0.394816,0.813281,0.346245,0.368213,0.128423,0.258432,0.416955,0.507633,0.16611,0.132362,0.226709,0.177604,0.154885,0.181706,0.214849,0.253663,0.216656,0.224751,0.125429,0.200268,0.171474,0.175393,1981.054688,?
331,'2019/02/12 17:09:31:753',3,11.001655,11.001655,11.001655,11.001655,11.001655,11.001655,11.001655,11.001655,9.313789,9.313789,9.313789,9.313789,9.313789,9.313789,9.313789,6.986774,6.986774,6.986774,6.986774,6.986774,4.072167,4.072167,4.072167,4.072167,1.954179,1.954179,1.954179,2.128741,2.128741,2.128741,2.196107,2.196107,1.008867,1.008867,2.536178,2.536178,5.727358,5.727358,7.571894,7.673803,7.673803,6.075332,3.300422,0.79487,0.828994,0.770154,0.544694,0.609515,1.249319,2.296844,3.200404,3.201366,1.94675,0.580112,0.647233,1.206635,7.671369,17.223995,16.702183,6.140948,1.261788,4.947067,19.639965,20.261992,4.178686,1.29844,8.002164,5.772847,1.078248,5.94919,7.182901,0.81298,1.533856,0.978643,2.391484,1.847849,1.391934,2.099423,1.636273,0.767638,2.43392,0.271436,0.339326,0.870957,0.450262,0.394351,0.3109,0.218152,0.236464,0.457302,0.220002,0.156024,0.19357,0.263756,0.220559,0.183197,0.208116,0.208429,0.158764,0.186833,0.180913,0.140035,0.164393,0.143467,1981.054688,?
332,'2019/02/12 17:09:31:770',3,6.075373,6.075373,6.075373,6.075373,6.075373,6.075373,6.075373,6.075373,7.56655,7.56655,7.56655,7.56655,7.56655,7.56655,7.56655,5.611385,5.611385,5.611385,5.611385,5.611385,2.413709,2.413709,2.413709,2.413709,2.18178,2.18178,2.18178,2.034872,2.034872,2.034872,1.154701,1.154701,0.949832,0.949832,3.516963,3.516963,6.195583,6.195583,7.748976,7.677874,7.677874,5.975048,3.150536,0.677361,0.565885,0.15126,0.347557,0.574477,1.109609,2.0805,3.034371,3.160427,1.660181,0.567273,0.558165,1.152174,7.450205,17.065437,16.649752,6.450465,0.362724,5.006892,19.734016,19.915895,3.759589,0.486461,7.835197,5.608724,1.102355,5.692568,6.744592,0.562264,2.463232,0.620209,2.082567,1.784096,1.820444,2.077477,1.343355,0.650757,2.129423,0.301176,0.346333,0.679109,0.350588,0.449909,0.340234,0.118585,0.236817,0.425032,0.194661,0.163991,0.216688,0.181296,0.18751,0.121925,0.155361,0.140332,0.167391,0.246309,0.220359,0.248001,0.226151,0.172932,1981.054688,?
333,'2019/02/12 17:09:31:786',3,8.013845,8.013845,8.013845,8.013845,8.013845,8.013845,8.013845,8.013845,8.20281,8.20281,8.20281,8.20281,8.20281,8.20281,8.20281,7.379329,7.379329,7.379329,7.379329,7.379329,5.513559,5.513559,5.513559,5.513559,3.284864,3.284864,3.284864,1.955351,1.955351,1.955351,1.290439,1.290439,1.045451,1.045451,3.257312,3.257312,6.037133,6.037133,7.704478,7.714643,7.714643,6.058515,3.201257,0.700953,0.942666,0.702182,0.432282,0.398615,0.780694,1.814092,2.780419,2.792315,1.583135,0.458016,0.421604,1.487835,7.323302,17.085205,16.715805,6.955387,1.910365,5.936447,19.771696,19.96167,4.069125,1.813986,7.871229,5.223582,1.062232,4.752166,6.84722,0.374097,2.1097,0.98705,1.727611,1.651484,1.529614,2.092078,1.450967,0.719577,2.492078,0.226417,0.255197,0.804306,0.511469,0.476054,0.194336,0.128488,0.284777,0.468652,0.138704,0.251445,0.182035,0.236515,0.163344,0.224049,0.246597,0.232854,0.162285,0.136835,0.21221,0.223813,0.20121,0.222983,1981.054688,?
334,'2019/02/12 17:09:31:803',3,5.83216,5.83216,5.83216,5.83216,5.83216,5.83216,5.83216,5.83216,3.489412,3.489412,3.489412,3.489412,3.489412,3.489412,3.489412,1.505648,1.505648,1.505648,1.505648,1.505648,3.931691,3.931691,3.931691,3.931691,4.18293,4.18293,4.18293,2.678363,2.678363,2.678363,0.976091,0.976091,0.955738,0.955738,3.515171,3.515171,6.274155,6.274155,7.792301,7.692622,7.692622,6.01449,3.209143,0.465351,0.706019,0.502735,0.036058,0.050013,0.789055,1.999222,3.011374,3.101926,1.908336,0.464598,0.017466,1.389646,7.701099,17.216789,16.780098,6.699246,1.707677,5.403586,19.687187,20.037798,3.984706,2.015321,8.715836,6.333134,0.631251,5.348226,6.865455,0.531974,2.360923,1.257486,1.961108,1.948866,1.868422,2.137103,1.838667,0.979326,2.475182,0.286038,0.237658,0.66526,0.33429,0.402219,0.202705,0.193849,0.253674,0.518054,0.181711,0.178296,0.184742,0.1672,0.262363,0.190186,0.173834,0.237486,0.208447,0.173299,0.165478,0.207596,0.182302,0.203815,1981.054688,?
335,'2019/02/12 17:09:31:819',3,2.404887,2.404887,2.404887,2.404887,2.404887,2.404887,2.404887,2.404887,1.968429,1.968429,1.968429,1.968429,1.968429,1.968429,1.968429,3.166823,3.166823,3.166823,3.166823,3.166823,2.966283,2.966283,2.966283,2.966283,1.525678,1.525678,1.525678,0.500386,0.500386,0.500386,0.954379,0.954379,0.719795,0.719795,3.797662,3.797662,6.478927,6.478927,7.886651,7.739863,7.739863,6.064864,3.311023,0.694982,0.395243,0.312029,0.208305,0.350809,1.136367,2.341357,3.282542,3.166055,1.584158,0.418576,0.443047,1.219268,8.024818,17.477516,16.923418,6.559279,2.081338,5.391068,19.736399,20.038666,4.195786,1.654535,8.51191,5.524518,1.051982,6.186952,6.920025,0.432123,2.13588,1.227458,1.961113,2.239367,1.561003,2.172235,1.591214,0.846188,2.413977,0.246539,0.355452,0.63033,0.447324,0.458294,0.307123,0.279457,0.365937,0.439087,0.320161,0.187084,0.207123,0.318873,0.217405,0.161075,0.112705,0.13889,0.127802,0.208872,0.182146,0.185834,0.190821,0.178343,1981.054688,?
